"Obs","ctb_item_id","a_param","b_param","c_param","CTB_OBJECTIVE_ID","new_ctb_obj_id","CTB_PASSAGE_ID","NEW_CTB_PASSAGE_ID","ITEM_ORDER","CTB_OBJECTIVE_TITLE","CTB_LEVEL_ID","CTB_ANSWER_KEY"
"302",00307035,0.02431,506.139,0.2121,3119,3119,010,73,2,"Construct Meaning","E",4
"303",00307029,0.02473,541.336,0.2476,3119,3119,010,0,0,"Construct Meaning","E",3
"304",00306735,0.02574,443.635,0.2291,3119,3119,009,70,1,"Construct Meaning","E",3
"305",00306751,0.02616,411.768,0.1747,3119,3119,004,66,1,"Construct Meaning","E",4
"306",00306687,0.02709,468.129,0.2306,3119,3119,035,130,1,"Construct Meaning","E",2
"307",00307025,0.02895,473.782,0.2174,3119,3119,010,10,2,"Construct Meaning","E",4
"308",00306733,0.03017,428.157,0.2130,3119,3119,009,9,2,"Construct Meaning","E",2
"309",00307887,0.00313,562.126,0.2000,3120,3120,028,60,2,"Evaluate/Extend Meaning","D",2
"310",00308287,0.00609,553.633,0.2000,3120,3120,006,95,2,"Evaluate/Extend Meaning","A",3
"311",00308283,0.00661,513.570,0.2000,3120,3120,007,97,3,"Evaluate/Extend Meaning","A",2
"312",00308317,0.00686,468.965,0.2000,3120,3120,037,46,1,"Evaluate/Extend Meaning","A",2
"313",00308311,0.00709,497.016,0.2000,3120,3120,037,46,2,"Evaluate/Extend Meaning","A",3
"314",00308150,0.00823,534.849,0.2000,3120,3120,035,44,2,"Evaluate/Extend Meaning","A",2
"315",00307909,0.00897,498.571,0.1999,3120,3120,016,115,3,"Evaluate/Extend Meaning","D",2
"316",00307789,0.00926,505.802,0.2182,3120,3120,010,0,0,"Evaluate/Extend Meaning","D",2
"317",00308146,0.00932,475.737,0.2000,3120,3120,035,35,1,"Evaluate/Extend Meaning","A",1
"318",00307859,0.00936,557.020,0.2000,3120,3120,026,59,2,"Evaluate/Extend Meaning","D",3
"319",00308307,0.00937,517.043,0.2000,3120,3120,037,0,0,"Evaluate/Extend Meaning","A",2
"320",00308144,0.00953,516.824,0.2000,3120,3120,035,44,1,"Evaluate/Extend Meaning","A",4
"321",00307348,0.00957,504.671,0.1830,3120,3120,015,77,1,"Evaluate/Extend Meaning","M",1
"322",00307961,0.00960,483.169,0.2125,3120,3120,022,22,1,"Evaluate/Extend Meaning","D",3
"323",00308453,0.00976,505.826,0.2000,3120,3120,002,84,2,"Evaluate/Extend Meaning","A",1
"324",00308369,0.01033,553.776,0.2000,3120,3120,039,48,2,"Evaluate/Extend Meaning","A",3
"325",00308056,0.01067,597.171,0.2000,3120,3120,015,114,1,"Evaluate/Extend Meaning","D",4
"326",00308293,0.01077,578.349,0.1911,3120,3120,006,96,2,"Evaluate/Extend Meaning","A",1
"327",00308289,0.01116,517.441,0.2000,3120,3120,006,94,1,"Evaluate/Extend Meaning","A",4
"328",00308090,0.01120,486.054,0.2000,3120,3120,011,103,2,"Evaluate/Extend Meaning","D",2
"329",00307807,0.01133,498.886,0.1864,3120,3120,014,110,2,"Evaluate/Extend Meaning","D",2
"330",00308481,0.01151,577.588,0.2482,3120,3120,004,90,2,"Evaluate/Extend Meaning","A",1
"331",00308531,0.01169,583.347,0.1952,3120,3120,042,54,2,"Evaluate/Extend Meaning","A",4
"332",00308463,0.01204,508.071,0.2000,3120,3120,002,85,1,"Evaluate/Extend Meaning","A",4
"333",00307983,0.01231,570.944,0.1963,3120,3120,024,56,2,"Evaluate/Extend Meaning","D",1
"334",00307378,0.01246,470.572,0.1786,3120,3120,021,141,1,"Evaluate/Extend Meaning","M",4
"335",00308098,0.01246,527.061,0.2251,3120,3120,011,104,2,"Evaluate/Extend Meaning","D",1
"336",00307496,0.01263,495.799,0.2561,3120,3120,023,144,2,"Evaluate/Extend Meaning","M",2
"337",00308337,0.01267,548.863,0.2000,3120,3120,003,87,1,"Evaluate/Extend Meaning","A",4
"338",00308473,0.01299,481.994,0.2000,3120,3120,004,88,2,"Evaluate/Extend Meaning","A",4
"339",00307843,0.01306,531.788,0.2399,3120,3120,026,59,1,"Evaluate/Extend Meaning","D",2
"340",00307596,0.01308,437.824,0.2000,3120,3120,011,11,2,"Evaluate/Extend Meaning","M",3
"341",00308415,0.01313,582.756,0.1987,3120,3120,040,52,2,"Evaluate/Extend Meaning","A",4
"342",00307380,0.01330,445.450,0.1847,3120,3120,021,140,1,"Evaluate/Extend Meaning","M",2
"343",00307554,0.01342,488.105,0.2000,3120,3120,013,76,2,"Evaluate/Extend Meaning","M",3
"344",00308495,0.01373,541.909,0.2000,3120,3120,005,92,2,"Evaluate/Extend Meaning","A",4
"345",00307556,0.01376,446.725,0.1866,3120,3120,013,13,2,"Evaluate/Extend Meaning","M",1
"346",00307692,0.01381,440.454,0.2000,3120,3120,022,143,2,"Evaluate/Extend Meaning","M",3
"347",00307929,0.01386,538.844,0.2021,3120,3120,030,61,1,"Evaluate/Extend Meaning","D",1
"348",00307528,0.01395,492.065,0.1791,3120,3120,020,20,2,"Evaluate/Extend Meaning","M",4
"349",00306869,0.01417,352.486,0.2000,3120,3120,0,0,0,"Evaluate/Extend Meaning","E",1
"350",00307965,0.01418,507.359,0.2367,3120,3120,022,22,3,"Evaluate/Extend Meaning","D",1
"351",00307785,0.01421,448.810,0.2034,3120,3120,010,102,3,"Evaluate/Extend Meaning","D",2
"352",00308114,0.01453,560.765,0.2493,3120,3120,017,118,1,"Evaluate/Extend Meaning","D",1
"353",00307552,0.01459,445.955,0.2000,3120,3120,013,13,1,"Evaluate/Extend Meaning","M",3
"354",00308521,0.01467,541.013,0.1959,3120,3120,042,42,2,"Evaluate/Extend Meaning","A",2
"355",00306991,0.01488,442.268,0.2000,3120,3120,030,0,0,"Evaluate/Extend Meaning","E",4
"356",00308385,0.01492,522.475,0.1950,3120,3120,039,39,2,"Evaluate/Extend Meaning","A",4
"357",00307562,0.01501,456.588,0.1949,3120,3120,013,13,3,"Evaluate/Extend Meaning","M",2
"358",00307712,0.01519,501.329,0.1604,3120,3120,019,81,2,"Evaluate/Extend Meaning","M",4
"359",00306691,0.01548,476.946,0.2799,3120,3120,035,130,2,"Evaluate/Extend Meaning","E",3
"360",00306757,0.01554,416.443,0.2000,3120,3120,004,66,2,"Evaluate/Extend Meaning","E",3
"361",00308048,0.01559,490.279,0.1818,3120,3120,015,112,1,"Evaluate/Extend Meaning","D",3
"362",00307574,0.01563,539.239,0.2694,3120,3120,012,0,0,"Evaluate/Extend Meaning","M",2
"363",00307797,0.01594,493.816,0.2197,3120,3120,014,109,2,"Evaluate/Extend Meaning","D",3
"364",00307849,0.01594,504.526,0.2058,3120,3120,026,58,1,"Evaluate/Extend Meaning","D",4
"365",00307442,0.01622,492.375,0.1798,3120,3120,019,137,2,"Evaluate/Extend Meaning","M",4
"366",00307963,0.01630,509.361,0.2459,3120,3120,022,22,2,"Evaluate/Extend Meaning","D",4
"367",00308497,0.01659,571.112,0.2782,3120,3120,005,93,2,"Evaluate/Extend Meaning","A",2
"368",00308511,0.01684,554.517,0.2228,3120,3120,008,99,1,"Evaluate/Extend Meaning","A",3
"369",00307698,0.01693,429.899,0.2000,3120,3120,022,142,2,"Evaluate/Extend Meaning","M",4
"370",00308403,0.01699,501.570,0.2007,3120,3120,040,0,0,"Evaluate/Extend Meaning","A",1
"371",00307688,0.01768,433.996,0.1872,3120,3120,022,143,1,"Evaluate/Extend Meaning","M",1
"372",00306943,0.01797,473.505,0.3326,3120,3120,031,0,0,"Evaluate/Extend Meaning","E",2
"373",00308413,0.01810,532.176,0.1972,3120,3120,040,40,2,"Evaluate/Extend Meaning","A",3
"374",00307594,0.01877,503.402,0.2673,3120,3120,011,75,2,"Evaluate/Extend Meaning","M",1
"375",00306799,0.01879,472.402,0.2303,3120,3120,007,69,2,"Evaluate/Extend Meaning","E",3
"376",00308417,0.02003,532.184,0.2047,3120,3120,040,51,2,"Evaluate/Extend Meaning","A",3
"377",00308112,0.02025,530.036,0.2418,3120,3120,029,29,3,"Evaluate/Extend Meaning","D",3
"378",00307488,0.02031,558.832,0.1970,3120,3120,023,0,0,"Evaluate/Extend Meaning","M",3
"379",00308487,0.02040,478.542,0.1870,3120,3120,005,91,1,"Evaluate/Extend Meaning","A",1
"380",00307414,0.02121,522.534,0.1920,3120,3120,014,0,0,"Evaluate/Extend Meaning","M",1
"381",00307730,0.02173,459.961,0.1612,3120,3120,024,147,2,"Evaluate/Extend Meaning","M",4
"382",00307350,0.02200,458.387,0.2008,3120,3120,015,15,1,"Evaluate/Extend Meaning","M",4
"383",00308198,0.02204,506.219,0.2415,3120,3120,038,38,2,"Evaluate/Extend Meaning","A",1
"384",00308383,0.02282,590.950,0.3201,3120,3120,039,49,2,"Evaluate/Extend Meaning","A",3
"385",00307586,0.02301,507.576,0.2172,3120,3120,018,80,2,"Evaluate/Extend Meaning","M",1
"386",00307037,0.02330,491.713,0.2023,3120,3120,010,72,2,"Evaluate/Extend Meaning","E",3
"387",00308062,0.02353,577.363,0.1915,3120,3120,015,114,3,"Evaluate/Extend Meaning","D",1
"388",00307502,0.02381,500.848,0.1899,3120,3120,023,145,2,"Evaluate/Extend Meaning","M",1
"389",00306725,0.02435,420.858,0.1704,3120,3120,003,65,2,"Evaluate/Extend Meaning","E",1
"390",00307935,0.02481,454.479,0.2156,3120,3120,023,23,1,"Evaluate/Extend Meaning","D",1
"391",00308126,0.02485,558.609,0.2983,3120,3120,017,118,2,"Evaluate/Extend Meaning","D",2
"392",00307374,0.02599,504.464,0.1997,3120,3120,031,31,2,"Evaluate/Extend Meaning","D",1
"393",00308134,0.02644,506.199,0.2147,3120,3120,017,117,2,"Evaluate/Extend Meaning","D",3
"394",00307598,0.02742,467.397,0.2594,3120,3120,011,74,2,"Evaluate/Extend Meaning","M",4
"395",00306723,0.02757,535.629,0.3389,3120,3120,003,0,0,"Evaluate/Extend Meaning","E",2
"396",00306753,0.02766,523.467,0.2044,3120,3120,004,0,0,"Evaluate/Extend Meaning","E",2
"397",00306739,0.02776,471.984,0.2024,3120,3120,009,70,2,"Evaluate/Extend Meaning","E",1
"398",00306963,0.02803,517.889,0.2298,3120,3120,029,0,0,"Evaluate/Extend Meaning","E",1
"399",00306941,0.03124,512.627,0.2356,3120,3120,031,123,2,"Evaluate/Extend Meaning","E",1
"400",00306695,0.03185,406.221,0.2103,3120,3120,035,129,2,"Evaluate/Extend Meaning","E",3

